SALE_ID,BOOK_ID,CLIENT_ID,SALE_DATE,QUANTITY,TOTAL_PRICE
1442,15,552,2024-02-13,5,406.00
1443,118,625,2024-05-17,5,216.00
1444,54,719,2023-11-13,4,303.00
1445,114,322,2023-03-30,1,178.00
1446,161,231,2024-08-27,5,34.00
1447,81,239,2024-06-14,1,92.00
1448,33,703,2023-08-06,4,374.00
1449,42,280,2023-09-11,2,237.00
1450,180,77,2023-01-01,3,302.00
1451,139,877,2024-01-27,4,473.00
1452,48,776,2023-02-23,1,185.00
1453,190,42,2024-05-22,4,304.00
1454,7,240,2023-03-23,3,155.00
1455,194,899,2024-07-06,1,490.00
1456,189,597,2024-03-21,1,125.00
1457,46,519,2024-09-28,4,273.00
1458,88,286,2024-05-24,2,445.00
1459,140,97,2023-10-12,2,446.00
1460,105,697,2024-04-10,3,19.00
1461,79,680,2024-04-07,2,281.00
1462,124,212,2023-04-29,2,78.00
1463,134,841,2023-07-29,4,289.00
1464,6,529,2023-12-13,3,401.00
1465,75,583,2022-12-27,5,106.00
1466,113,489,2023-09-20,1,283.00
1467,88,366,2023-05-04,1,302.00
1468,148,203,2023-07-18,1,318.00
1469,126,315,2024-01-23,2,253.00
1470,126,1,2024-07-18,3,236.00
1471,110,718,2024-03-31,5,497.00
1472,150,699,2023-10-01,5,41.00
1473,44,316,2024-02-12,4,387.00
1474,139,830,2024-09-02,5,86.00
1475,2,902,2024-02-11,4,125.00
1476,94,593,2024-05-18,2,28.00
1477,86,341,2023-12-17,1,151.00
1478,124,624,2023-08-08,4,117.00
1479,97,897,2023-12-08,5,92.00
1480,133,764,2024-02-12,4,459.00
1481,193,406,2024-05-23,4,66.00
1482,120,327,2023-01-16,3,210.00
1483,48,983,2024-07-06,2,283.00
1484,25,763,2023-12-23,3,118.00
1485,131,727,2024-10-19,3,161.00
1486,122,499,2024-05-30,1,365.00
1487,39,359,2024-05-11,1,253.00
1488,126,399,2024-06-23,1,284.00
1489,165,362,2022-12-10,1,208.00
1490,84,403,2024-06-05,1,415.00
1491,26,870,2024-06-19,1,16.00
1492,109,875,2023-03-02,5,322.00
1493,136,53,2023-02-20,4,241.00
1494,23,662,2023-01-02,4,225.00
1495,74,242,2024-08-04,1,199.00
1496,177,29,2023-10-14,2,117.00
1497,142,481,2024-03-16,1,222.00
1498,194,601,2024-07-11,1,78.00
1499,10,246,2023-05-29,4,488.00
1500,30,260,2023-10-29,5,73.00
1501,156,263,2023-04-11,3,421.00
1502,27,976,2024-07-23,1,403.00
1503,46,692,2024-05-15,4,19.00
1504,140,381,2024-01-02,3,67.00
1505,170,608,2023-04-20,5,391.00
1506,95,997,2024-08-17,1,142.00
1507,150,534,2022-12-08,4,452.00
1508,186,400,2024-03-17,1,492.00
1509,91,32,2023-10-05,4,207.00
1510,126,749,2024-02-07,1,414.00
1511,177,526,2024-05-05,4,185.00
1512,193,218,2022-11-17,1,297.00
1513,87,869,2023-09-04,1,139.00
1514,24,228,2023-12-13,3,92.00
1515,75,119,2023-11-01,3,341.00
1516,68,737,2024-08-03,3,432.00
1517,49,407,2023-02-13,5,185.00
1518,78,336,2024-02-02,3,375.00
1519,57,617,2023-02-23,4,312.00
1520,140,903,2024-10-13,2,452.00
1521,151,558,2023-08-09,2,129.00
1522,79,8,2023-06-08,4,230.00
1523,29,896,2023-11-08,4,279.00
1524,78,520,2023-09-02,3,386.00
1525,123,241,2023-01-06,1,133.00
1526,59,962,2024-10-12,4,305.00
1527,155,11,2023-05-30,3,238.00
1528,194,933,2023-06-18,2,100.00
1529,112,512,2023-08-12,5,303.00
1530,179,388,2023-10-26,5,118.00
1531,154,491,2023-03-11,3,364.00
1532,200,905,2024-04-02,1,49.00
1533,43,913,2022-11-27,2,482.00
1534,145,87,2023-01-29,4,88.00
1535,101,49,2023-01-18,1,188.00
1536,22,13,2022-11-29,2,360.00
1537,119,974,2023-07-07,5,383.00
1538,146,520,2024-01-20,3,86.00
1539,47,340,2023-01-25,1,113.00
1540,134,486,2022-12-12,4,465.00
1541,16,177,2022-11-28,4,131.00
1542,123,311,2024-05-13,1,239.00
1543,72,977,2024-05-14,3,424.00
1544,181,569,2023-03-25,5,489.00
1545,18,277,2023-09-14,3,143.00
1546,153,379,2024-09-09,2,78.00
1547,139,589,2024-09-05,3,206.00
1548,199,54,2022-12-17,5,256.00
1549,176,946,2023-06-01,3,222.00
1550,42,327,2024-03-28,5,167.00
1551,118,307,2024-07-26,1,338.00
1552,162,501,2024-04-29,2,220.00
1553,37,322,2024-09-02,5,114.00
1554,48,464,2024-08-22,2,306.00
1555,102,974,2024-05-07,3,388.00
1556,184,928,2023-04-03,5,414.00
1557,113,77,2023-03-01,3,290.00
1558,193,159,2024-01-28,1,171.00
1559,111,898,2024-02-13,3,140.00
1560,135,173,2023-01-31,2,418.00
1561,92,382,2023-10-21,3,294.00
1562,23,487,2023-09-17,2,293.00
1563,12,289,2023-09-05,5,460.00
1564,123,315,2024-05-03,3,340.00
1565,183,559,2024-04-18,1,184.00
1566,116,958,2023-03-31,3,242.00
1567,84,107,2023-04-03,2,85.00
1568,30,541,2023-09-16,3,488.00
1569,14,889,2023-03-14,5,187.00
1570,169,550,2023-09-18,3,230.00
1571,29,834,2024-09-25,2,103.00
1572,70,577,2023-10-28,2,336.00
1573,75,825,2024-02-09,2,403.00
1574,175,448,2024-02-15,1,103.00
1575,61,507,2024-05-03,3,378.00
1576,63,475,2024-03-05,5,341.00
1577,114,866,2024-01-29,1,268.00
1578,120,333,2024-04-22,2,105.00
1579,67,67,2022-11-05,2,85.00
1580,120,661,2024-02-06,3,283.00
1581,171,912,2023-09-18,5,413.00
1582,117,156,2024-10-04,1,481.00
1583,99,780,2024-02-11,3,132.00
1584,179,910,2023-07-22,3,471.00
1585,105,541,2024-05-31,4,313.00
1586,27,87,2024-05-30,3,392.00
1587,189,40,2023-04-07,1,348.00
1588,195,452,2023-06-28,2,258.00
1589,107,582,2023-03-12,4,486.00
1590,55,210,2024-02-04,4,142.00
1591,106,788,2024-09-15,4,52.00
1592,154,328,2023-09-03,3,401.00
1593,191,306,2023-08-07,4,477.00
1594,198,872,2024-02-24,3,494.00
1595,4,930,2024-10-13,1,303.00
1596,77,516,2024-09-05,2,49.00
1597,36,760,2024-10-15,5,135.00
1598,96,384,2023-04-15,4,309.00
1599,59,755,2022-11-17,4,145.00
1600,108,631,2024-05-21,4,445.00
1601,115,512,2022-10-30,5,207.00
1602,109,736,2022-11-16,3,473.00
1603,190,339,2023-05-23,3,49.00
1604,87,355,2023-01-06,5,181.00
1605,64,47,2024-06-21,5,210.00
1606,47,106,2023-12-11,1,460.00
1607,191,92,2023-05-24,3,231.00
1608,129,835,2023-08-24,2,448.00
1609,48,750,2024-10-05,1,413.00
1610,35,208,2024-01-19,1,464.00
1611,33,624,2023-04-04,1,441.00
1612,62,941,2023-11-22,2,174.00
1613,55,843,2024-05-25,2,190.00
1614,19,394,2023-11-23,3,128.00
1615,104,348,2024-07-16,5,360.00
1616,101,45,2023-06-24,3,440.00
1617,29,523,2024-05-08,3,328.00
1618,146,220,2024-01-02,4,71.00
1619,121,97,2024-09-02,5,442.00
1620,170,949,2022-12-27,2,50.00
1621,130,448,2024-02-03,1,349.00
1622,158,268,2023-07-19,2,425.00
1623,98,142,2023-02-02,3,142.00
1624,179,379,2023-07-22,5,364.00
1625,189,598,2023-11-05,2,150.00
1626,14,609,2024-05-20,4,299.00
1627,102,437,2024-04-21,1,122.00
1628,25,604,2023-10-23,4,71.00
1629,109,146,2024-05-26,5,260.00
1630,146,165,2023-05-23,3,486.00
1631,159,72,2023-07-22,3,19.00
1632,146,893,2024-02-20,4,64.00
1633,125,557,2023-09-24,5,203.00
1634,195,601,2024-02-25,3,320.00
1635,195,894,2024-06-30,5,412.00
1636,106,913,2023-06-06,1,24.00
1637,83,276,2024-07-01,5,422.00
1638,100,508,2023-12-21,5,390.00
1639,168,876,2023-09-15,3,205.00
1640,77,557,2023-04-18,3,309.00
1641,98,802,2023-03-30,4,486.00
1642,116,308,2023-07-18,2,18.00
1643,22,961,2024-09-01,5,456.00
1644,163,883,2022-12-15,2,94.00
1645,140,576,2024-10-14,3,405.00
1646,92,819,2023-11-27,4,328.00
1647,91,863,2023-11-02,3,207.00
1648,12,690,2023-09-28,1,320.00
1649,46,649,2023-03-12,5,139.00
1650,199,936,2023-10-20,1,214.00
1651,94,364,2023-09-30,2,197.00
1652,51,350,2023-11-15,3,320.00
1653,180,675,2023-02-11,3,392.00
1654,148,894,2023-02-09,5,53.00
1655,46,426,2023-08-25,2,483.00
1656,63,751,2024-02-02,2,152.00
1657,136,706,2023-05-22,5,310.00
1658,85,151,2023-06-05,3,476.00
1659,197,876,2024-07-02,2,480.00
1660,155,971,2023-06-28,1,63.00
1661,74,811,2023-08-23,2,37.00
1662,192,891,2023-01-06,2,338.00
1663,199,569,2023-01-01,3,437.00
1664,143,118,2023-08-04,1,250.00
1665,18,427,2023-04-25,3,476.00
1666,118,826,2024-06-10,4,228.00
1667,162,457,2023-11-22,3,60.00
1668,63,481,2023-06-02,3,114.00
1669,160,663,2024-04-26,1,388.00
1670,43,230,2024-03-05,1,193.00
1671,184,672,2023-06-14,4,242.00
1672,73,210,2022-11-21,1,464.00
1673,121,124,2023-06-30,3,301.00
1674,51,811,2022-12-09,1,352.00
1675,113,462,2023-11-08,1,139.00
1676,145,824,2022-12-02,2,56.00
1677,13,705,2023-11-12,1,122.00
1678,25,725,2023-01-08,4,148.00
1679,128,715,2024-03-22,2,171.00
1680,138,407,2023-12-14,2,94.00
1681,186,429,2023-09-09,3,439.00
1682,8,177,2023-09-29,1,70.00
1683,35,408,2023-08-15,2,333.00
1684,7,835,2023-10-11,5,79.00
1685,132,768,2023-12-10,2,372.00
1686,79,422,2023-10-04,1,188.00
1687,61,459,2023-08-06,4,29.00
1688,156,194,2023-08-08,5,301.00
1689,35,310,2022-12-16,4,305.00
1690,75,974,2024-04-12,3,270.00
1691,10,443,2023-08-02,4,395.00
1692,53,216,2024-03-16,4,252.00
1693,157,409,2023-04-09,4,248.00
1694,105,181,2023-01-10,2,86.00
1695,170,394,2023-06-27,2,38.00
1696,68,23,2023-06-01,5,497.00
1697,181,164,2024-10-04,1,358.00
1698,86,933,2024-10-11,5,375.00
1699,108,783,2024-03-21,4,16.00
1700,93,109,2024-06-20,2,192.00
1701,170,479,2022-12-02,1,141.00
1702,131,670,2024-01-31,5,331.00
1703,1,212,2023-09-19,4,334.00
1704,192,897,2023-03-08,5,437.00
1705,121,332,2023-10-12,1,80.00
1706,165,255,2024-09-01,5,442.00
1707,154,94,2024-05-29,1,302.00
1708,39,417,2023-05-06,5,424.00
1709,132,903,2023-08-19,3,203.00
1710,45,804,2023-04-08,4,78.00
1711,117,151,2024-07-11,5,161.00
1712,140,348,2024-07-08,1,254.00
1713,93,434,2022-11-26,1,259.00
1714,114,638,2024-07-17,1,270.00
1715,73,25,2024-10-05,4,441.00
1716,40,927,2023-01-04,1,52.00
1717,23,409,2023-01-14,4,238.00
1718,61,371,2023-02-04,5,67.00
1719,73,665,2023-04-25,3,67.00
1720,162,649,2024-07-06,5,427.00
1721,78,224,2024-09-23,2,211.00
1722,144,531,2023-12-18,3,81.00
1723,37,188,2023-04-28,2,315.00
1724,172,839,2024-04-26,4,438.00
1725,133,883,2024-02-07,5,414.00
1726,102,886,2023-03-17,3,201.00
1727,42,122,2023-02-14,1,292.00
1728,117,528,2024-04-05,1,480.00
1729,58,675,2023-10-07,1,217.00
1730,62,195,2023-02-08,2,496.00
1731,135,282,2024-03-10,1,355.00
1732,186,923,2024-05-22,5,453.00
1733,25,158,2023-07-19,4,363.00
1734,38,968,2024-01-04,1,251.00
1735,114,688,2024-09-13,5,290.00
1736,81,42,2022-11-23,4,133.00
1737,186,619,2023-01-13,2,203.00
1738,97,632,2024-05-17,5,103.00
1739,114,714,2024-01-23,2,225.00
1740,16,116,2023-11-29,3,29.00
1741,105,319,2023-01-04,2,309.00
1742,124,223,2024-02-08,1,170.00
1743,171,226,2024-04-06,1,178.00
1744,63,988,2024-01-30,4,429.00
1745,33,807,2022-11-06,5,46.00
1746,178,64,2024-03-01,3,105.00
1747,98,757,2024-09-07,1,200.00
1748,83,193,2022-11-16,5,386.00
1749,160,302,2022-12-06,5,389.00
1750,77,236,2024-07-05,1,23.00
1751,8,664,2022-11-09,1,422.00
1752,159,806,2023-10-17,1,380.00
1753,96,867,2022-12-01,2,127.00
1754,170,258,2023-09-14,1,50.00
1755,168,593,2024-05-08,4,348.00
1756,83,588,2023-06-03,3,30.00
1757,194,674,2023-12-02,5,17.00
1758,181,257,2023-09-16,3,254.00
1759,179,590,2022-10-29,1,357.00
1760,180,367,2023-09-16,5,20.00
1761,126,40,2023-10-08,4,312.00
1762,58,780,2024-06-14,2,241.00
1763,136,890,2024-05-10,2,462.00
1764,109,432,2023-10-12,1,153.00
1765,182,263,2022-11-16,2,456.00
1766,89,230,2024-01-29,5,290.00
1767,108,651,2023-12-15,2,259.00
1768,80,167,2024-07-03,3,88.00
1769,175,116,2023-09-26,3,122.00
1770,200,432,2023-05-29,5,249.00
1771,126,378,2024-01-24,3,306.00
1772,9,797,2023-07-09,4,362.00
1773,89,817,2023-06-06,1,216.00
1774,175,216,2023-03-31,1,232.00
1775,180,944,2024-07-29,5,313.00
1776,154,488,2024-02-04,3,277.00
1777,49,179,2024-08-19,1,357.00
1778,79,27,2022-11-27,4,83.00
1779,78,857,2023-09-25,2,459.00
1780,110,551,2023-04-07,4,73.00
1781,112,531,2024-07-03,1,108.00
1782,122,721,2023-06-23,3,46.00
1783,31,960,2024-10-15,3,75.00
1784,90,487,2024-02-03,2,279.00
1785,31,40,2024-09-25,5,117.00
1786,6,231,2024-09-22,2,121.00
1787,37,866,2024-04-29,2,194.00
1788,170,293,2023-02-17,5,146.00
1789,2,7,2023-08-30,3,202.00
1790,97,515,2024-01-13,2,431.00
1791,107,601,2023-06-21,5,417.00
1792,146,883,2023-01-08,5,448.00
1793,61,847,2023-02-16,2,266.00
1794,100,195,2024-06-16,2,64.00
1795,111,156,2023-11-15,1,406.00
1796,168,182,2023-03-03,2,334.00
1797,15,844,2023-12-06,2,380.00
1798,107,784,2024-02-29,1,366.00
1799,125,938,2024-02-07,3,57.00
1800,22,238,2024-08-18,1,70.00
1801,142,542,2024-07-12,3,178.00
1802,108,93,2023-11-22,4,106.00
1803,32,926,2023-08-19,2,486.00
1804,157,11,2024-05-09,3,348.00
1805,52,77,2024-05-13,1,257.00
1806,52,758,2023-10-10,2,302.00
1807,110,392,2024-06-10,1,320.00
1808,36,5,2024-06-12,5,51.00
1809,120,189,2024-02-23,3,40.00
1810,48,560,2024-02-04,4,475.00
1811,110,885,2023-11-03,4,313.00
1812,151,13,2023-07-20,5,384.00
1813,50,749,2023-05-02,1,147.00
1814,69,997,2024-02-16,1,488.00
1815,194,914,2023-04-06,4,306.00
1816,105,650,2023-10-31,5,372.00
1817,37,296,2024-04-07,3,150.00
1818,69,314,2024-03-17,3,138.00
1819,189,347,2023-08-19,4,458.00
1820,48,909,2023-06-24,1,77.00
1821,52,99,2024-07-21,3,257.00
1822,5,185,2023-02-14,2,118.00
1823,93,338,2023-08-05,1,354.00
1824,165,125,2024-05-07,1,490.00
1825,53,381,2022-11-04,5,136.00
1826,117,717,2024-10-12,2,57.00
1827,159,946,2024-06-16,2,91.00
1828,49,65,2024-06-16,1,481.00
1829,15,498,2023-04-30,4,143.00
1830,122,395,2023-09-10,5,140.00
1831,22,343,2024-04-04,2,100.00
1832,106,939,2024-05-22,2,51.00
1833,73,819,2024-02-11,3,56.00
1834,68,617,2024-05-13,3,24.00
1835,21,116,2023-11-02,4,295.00
1836,11,696,2024-03-02,1,301.00
1837,63,570,2024-08-20,1,145.00
1838,113,734,2023-09-15,5,35.00
1839,137,858,2024-07-17,3,166.00
1840,81,517,2023-10-25,2,128.00
1841,22,622,2023-05-13,3,380.00
1842,172,514,2023-07-02,5,328.00
1843,140,722,2024-09-24,2,492.00
1844,72,116,2023-01-27,2,482.00
1845,154,206,2024-01-19,5,375.00
1846,42,51,2023-02-17,3,495.00
1847,17,819,2023-11-26,1,97.00
1848,72,415,2024-10-04,5,172.00
1849,162,30,2024-05-10,1,304.00
1850,45,789,2023-12-25,2,131.00
1851,67,473,2024-05-26,5,184.00
1852,163,907,2024-08-27,2,413.00
1853,58,700,2024-07-04,2,500.00
1854,65,287,2023-12-13,3,237.00
1855,124,915,2023-09-18,4,230.00
1856,17,183,2023-10-17,4,372.00
1857,22,287,2024-08-19,4,278.00
1858,95,250,2023-02-22,2,431.00
1859,122,499,2024-06-07,2,104.00
1860,97,522,2023-01-11,4,229.00
1861,15,199,2024-03-10,1,481.00
1862,57,186,2022-12-29,3,69.00
1863,162,201,2024-02-03,1,372.00
1864,64,266,2024-09-04,3,419.00
1865,71,790,2022-11-12,3,494.00
1866,34,510,2024-01-27,4,235.00
1867,176,698,2023-09-13,2,357.00
1868,77,743,2023-12-05,1,473.00
1869,158,674,2024-01-02,4,436.00
1870,112,922,2023-02-19,4,454.00
1871,96,740,2024-03-13,2,487.00
1872,195,824,2024-01-10,1,22.00
1873,99,842,2024-06-15,5,277.00
1874,198,229,2024-02-03,4,326.00
1875,90,696,2022-12-18,3,473.00
1876,35,721,2024-04-09,4,41.00
1877,59,503,2023-07-28,1,65.00
1878,132,522,2023-05-01,5,453.00
1879,56,831,2024-10-26,3,54.00
1880,38,160,2023-09-22,1,474.00
1881,66,364,2024-09-24,3,301.00
1882,191,230,2024-02-27,5,333.00
1883,59,718,2024-09-16,5,437.00
1884,5,586,2023-01-11,2,437.00
1885,130,707,2023-03-06,2,336.00
1886,24,762,2023-12-29,2,18.00
1887,144,722,2024-01-06,4,452.00
1888,187,751,2023-11-16,1,172.00
1889,54,267,2022-11-26,2,448.00
1890,199,517,2024-06-18,5,224.00
1891,181,688,2023-01-13,3,444.00
1892,51,575,2023-03-24,4,377.00
1893,72,819,2023-04-20,5,468.00
1894,18,94,2023-05-12,3,218.00
1895,46,898,2023-12-01,5,304.00
1896,18,127,2023-07-08,3,136.00
1897,139,128,2024-01-17,4,199.00
1898,69,390,2023-02-22,4,206.00
1899,39,894,2023-09-28,5,53.00
1900,156,449,2022-12-07,3,309.00
1901,47,372,2022-11-15,3,443.00
1902,66,900,2024-08-04,2,254.00
1903,189,956,2022-12-02,1,415.00
1904,8,433,2024-03-01,3,131.00
1905,179,117,2024-07-08,3,304.00
1906,160,812,2023-06-18,2,424.00
1907,185,764,2024-09-28,1,429.00
1908,137,202,2024-09-02,1,129.00
1909,148,121,2024-07-19,5,198.00
1910,35,337,2024-01-08,2,252.00
1911,181,169,2023-08-25,3,163.00
1912,122,177,2024-09-09,1,237.00
1913,147,756,2024-05-04,4,47.00
1914,200,298,2023-11-17,2,287.00
1915,108,209,2024-05-24,1,401.00
1916,180,307,2024-07-06,4,468.00
1917,55,717,2022-10-31,3,322.00
1918,55,146,2024-04-24,5,263.00
1919,27,59,2024-03-12,4,92.00
1920,14,475,2023-02-19,5,146.00
1921,75,350,2024-03-28,1,69.00
1922,200,492,2023-03-23,5,100.00
1923,70,789,2024-06-12,4,56.00
1924,162,320,2022-11-22,2,179.00
1925,100,449,2023-01-13,5,70.00
1926,167,416,2023-12-28,5,88.00
1927,166,315,2022-12-26,3,285.00
1928,25,798,2024-03-08,5,39.00
1929,113,348,2023-11-03,5,393.00
1930,149,411,2023-02-21,4,168.00
1931,118,343,2023-04-12,1,92.00
1932,158,191,2024-02-21,5,435.00
1933,190,348,2023-03-08,2,321.00
1934,68,102,2023-02-05,2,470.00
1935,100,749,2023-09-03,3,319.00
1936,69,261,2024-04-11,2,100.00
1937,17,974,2022-12-04,4,428.00
1938,20,582,2024-06-25,1,22.00
1939,140,422,2023-07-08,2,419.00
1940,10,62,2024-01-08,2,418.00
1941,165,161,2023-04-24,4,195.00
1942,79,265,2024-03-07,5,104.00
1943,51,938,2022-11-26,4,162.00
1944,107,459,2023-03-04,4,325.00
1945,132,188,2024-06-23,3,25.00
1946,105,343,2024-02-01,5,488.00
1947,36,778,2023-09-02,5,27.00
1948,30,120,2023-09-21,3,498.00
1949,179,432,2024-07-10,4,377.00
1950,53,49,2023-01-31,1,438.00
1951,48,109,2023-09-15,5,494.00
1952,71,930,2023-06-22,4,343.00
1953,136,830,2024-08-18,3,322.00
1954,32,449,2024-09-12,1,262.00
1955,35,435,2023-05-29,3,274.00
1956,170,743,2023-07-15,2,446.00
1957,72,481,2023-10-21,5,70.00
1958,83,118,2023-03-10,3,280.00
1959,143,817,2023-09-05,4,313.00
1960,39,399,2023-02-11,1,235.00
1961,17,146,2023-10-06,1,366.00
1962,128,298,2024-10-15,2,105.00
1963,161,800,2024-01-12,5,483.00
1964,65,829,2023-11-01,4,401.00
1965,83,15,2024-10-14,2,244.00
1966,187,801,2024-05-09,1,43.00
1967,55,371,2023-02-18,1,106.00
1968,164,481,2023-12-17,3,325.00
1969,72,993,2022-11-05,1,369.00
1970,124,237,2023-04-08,4,307.00
1971,90,289,2023-12-20,4,93.00
1972,70,453,2024-02-15,5,159.00
1973,15,205,2024-03-12,3,192.00
1974,133,747,2024-06-30,5,383.00
1975,19,88,2023-12-19,1,498.00
1976,4,66,2023-09-03,1,393.00
1977,187,658,2023-06-26,2,476.00
1978,159,846,2023-05-04,1,72.00
1979,33,81,2024-02-16,3,177.00
1980,62,481,2023-02-01,3,220.00
1981,185,722,2024-04-08,1,118.00
1982,28,414,2023-09-12,5,377.00
1983,40,124,2023-10-29,1,330.00
1984,68,10,2024-08-23,4,446.00
1985,101,639,2023-05-01,2,109.00
1986,98,174,2024-08-08,3,297.00
1987,6,137,2022-11-22,3,469.00
1988,96,541,2023-12-03,5,113.00
1989,124,855,2023-05-22,5,73.00
1990,68,451,2024-08-22,4,112.00
1991,13,706,2023-03-16,5,141.00
1992,40,871,2024-07-22,3,428.00
1993,51,74,2024-10-14,3,492.00
1994,52,958,2023-03-07,4,90.00
1995,15,646,2023-05-01,2,415.00
1996,115,168,2023-05-30,2,470.00
1997,167,479,2023-01-09,4,169.00
1998,79,182,2024-01-10,3,34.00
1999,163,802,2023-05-07,5,147.00
2000,18,48,2024-05-16,2,155.00
2001,43,298,2024-01-21,5,147.00
2002,99,277,2023-07-09,4,416.00
2003,150,431,2023-12-15,1,228.00
2004,99,932,2022-11-13,1,429.00
2005,63,81,2024-03-29,3,355.00
2006,86,652,2024-07-30,3,303.00
2007,49,939,2024-07-02,4,370.00
2008,102,253,2023-12-26,1,241.00
2009,176,494,2023-09-14,3,439.00
2010,88,451,2024-08-30,2,453.00
2011,142,109,2022-11-18,5,363.00
2012,71,763,2023-07-15,1,389.00
2013,121,723,2024-02-17,2,74.00
2014,183,257,2022-11-17,3,56.00
2015,19,351,2023-02-15,4,188.00
2016,44,784,2023-10-15,5,218.00
2017,7,485,2023-06-13,2,247.00
2018,172,64,2023-12-29,5,280.00
2019,7,855,2024-07-29,5,189.00
2020,48,974,2023-07-03,5,130.00
2021,38,682,2023-04-19,3,379.00
2022,149,450,2024-03-07,1,298.00
2023,25,810,2023-08-12,1,479.00
2024,79,389,2023-06-13,5,492.00
2025,21,477,2023-01-03,4,364.00
2026,194,827,2022-12-17,5,130.00
2027,58,491,2023-01-15,1,85.00
2028,178,812,2024-08-18,3,261.00
2029,123,782,2024-08-17,2,93.00
2030,56,617,2024-10-13,5,379.00
2031,88,111,2022-12-10,1,423.00
2032,135,777,2024-08-16,1,61.00
2033,103,823,2023-04-21,1,37.00
2034,109,911,2023-08-28,4,426.00
2035,9,679,2023-11-19,5,486.00
2036,60,787,2023-04-08,5,161.00
2037,146,814,2024-05-09,1,172.00
2038,179,711,2023-02-24,5,23.00
2039,44,920,2024-05-28,5,43.00
2040,165,478,2022-11-11,2,471.00
2041,193,286,2023-04-01,2,259.00
2042,200,246,2023-10-13,4,41.00
2043,68,223,2022-11-08,3,271.00
2044,84,241,2024-03-09,3,182.00
2045,20,203,2022-12-22,5,460.00
2046,88,351,2024-04-06,3,178.00
2047,64,844,2023-01-16,3,325.00
2048,12,916,2023-12-13,5,371.00
2049,156,901,2024-06-17,3,321.00
2050,26,335,2024-03-14,5,309.00
2051,124,325,2024-04-28,2,301.00
2052,181,338,2023-06-12,4,277.00
2053,113,897,2024-01-05,4,60.00
2054,83,550,2024-03-15,3,426.00
2055,150,48,2022-12-26,3,220.00
2056,188,98,2023-10-29,1,458.00
2057,30,382,2024-04-12,3,288.00
2058,143,726,2023-10-11,4,92.00
2059,36,723,2024-08-10,3,478.00
2060,136,197,2023-07-14,3,398.00
2061,107,815,2022-12-22,3,98.00
2062,55,355,2022-11-07,5,115.00
2063,41,848,2023-05-26,3,246.00
2064,12,380,2023-09-05,3,450.00
2065,7,894,2024-05-20,4,306.00
2066,110,599,2024-03-05,3,307.00
2067,26,357,2024-05-20,5,37.00
2068,110,861,2023-09-14,4,271.00
2069,2,188,2023-07-04,1,460.00
2070,199,489,2023-09-02,5,260.00
2071,163,753,2024-05-15,4,40.00
2072,55,77,2024-08-19,2,330.00
2073,158,464,2023-02-21,5,419.00
2074,127,140,2023-12-03,4,161.00
2075,88,786,2023-01-26,4,290.00
2076,17,986,2024-01-12,3,452.00
2077,116,634,2024-07-08,4,357.00
2078,30,397,2024-06-13,4,352.00
2079,26,748,2023-02-09,4,100.00
2080,109,542,2022-11-03,3,382.00
2081,187,1,2023-10-20,5,188.00
2082,128,627,2024-08-04,5,312.00
2083,105,398,2024-08-21,1,402.00
2084,32,610,2024-03-23,3,415.00
2085,75,309,2023-02-28,1,87.00
2086,195,171,2024-05-09,4,54.00
2087,197,801,2023-02-23,5,126.00
2088,52,414,2024-05-13,5,102.00
2089,113,697,2023-02-11,2,329.00
2090,178,698,2024-01-14,2,460.00
2091,81,788,2023-02-12,5,43.00
2092,183,137,2024-06-14,3,118.00
2093,172,562,2023-01-18,3,221.00
2094,136,845,2023-01-21,3,178.00
2095,69,913,2023-02-03,4,116.00
2096,120,869,2023-05-01,4,283.00
2097,144,124,2023-10-17,2,123.00
2098,86,318,2022-11-08,4,463.00
2099,153,806,2023-06-18,2,358.00
2100,37,322,2023-08-09,4,367.00
2101,20,504,2023-04-25,1,138.00
2102,80,566,2023-02-14,1,134.00
2103,166,651,2024-01-05,2,98.00
2104,17,485,2023-01-24,3,360.00
2105,174,494,2023-04-27,4,287.00
2106,94,538,2024-07-15,3,489.00
2107,186,42,2023-09-07,1,86.00
2108,50,543,2023-12-14,3,51.00
2109,143,418,2023-06-24,5,240.00
2110,152,938,2023-02-05,4,329.00
2111,90,577,2023-11-02,3,210.00
2112,10,124,2024-05-06,2,135.00
2113,132,506,2023-08-23,4,183.00
2114,62,662,2024-05-31,1,467.00
2115,136,657,2024-01-16,4,496.00
2116,106,930,2023-01-23,3,193.00
2117,55,877,2023-11-04,3,31.00
2118,33,682,2023-11-17,4,459.00
2119,118,10,2023-03-13,2,101.00
2120,98,96,2024-03-30,3,252.00
2121,11,199,2023-11-23,5,130.00
2122,132,144,2023-04-17,4,288.00
2123,114,886,2023-05-20,5,292.00
2124,2,149,2023-08-09,3,185.00
2125,27,397,2022-11-13,5,472.00
2126,98,577,2023-12-27,1,495.00
2127,43,361,2024-01-26,5,348.00
2128,145,992,2023-07-10,4,428.00
2129,172,734,2023-10-04,3,330.00
2130,148,706,2024-03-09,1,295.00
2131,161,137,2024-05-20,2,374.00
2132,103,981,2024-08-10,3,272.00
2133,81,746,2023-05-29,5,444.00
2134,178,135,2022-11-19,2,18.00
2135,142,552,2023-01-28,5,398.00
2136,99,663,2022-12-13,4,262.00
2137,173,648,2023-05-30,2,75.00
2138,27,36,2024-08-19,4,422.00
